fid, empy_m, empy_pt, empy_f, state_code_2016, empy_ft, state_name_2016, sa4_code_2016, mpy_distribution, gccsa_name_2016, mpy_by_occ_tot, gccsa_code_2016, sa4_name_2016, occ
496,9600,6500,5300,3,8400,Queensland,318,13.3,Rest of Qld,15000,3RQLD,Townsville,Labourers
504,8300,6800,6200,3,7700,Queensland,319,13.2,Rest of Qld,14500,3RQLD,Wide Bay,Labourers
512,7400,6000,4400,4,5700,South Australia,401,7.2,Greater Adelaide,11800,4GADE,Adelaide - Central and Hills,Labourers
520,16400,11500,9800,4,14800,South Australia,402,13.1,Greater Adelaide,26300,4GADE,Adelaide - North,Labourers
528,10200,9300,7200,4,8000,South Australia,403,9.6,Greater Adelaide,17400,4GADE,Adelaide - South,Labourers
536,8100,6300,3700,4,5500,South Australia,404,10,Greater Adelaide,11800,4GADE,Adelaide - West,Labourers
544,3600,4100,3300,4,2800,South Australia,405,13.3,Rest of SA,6900,4RSAU,Barossa - Yorke - Mid North,Labourers
552,3300,2500,2000,4,2900,South Australia,406,13.7,Rest of SA,5400,4RSAU,South Australia - Outback,Labourers
560,9600,6600,6200,4,9200,South Australia,407,18.1,Rest of SA,15800,4RSAU,South Australia - South East,Labourers
568,8000,4800,4300,5,7500,Western Australia,501,13.3,Rest of WA,12300,5RWAU,Bunbury,Labourers
576,2700,1000,1300,5,3000,Western Australia,502,9.7,Greater Perth,4000,5GPER,Mandurah,Labourers
584,4800,5700,3300,5,2400,Western Australia,503,7.9,Greater Perth,8100,5GPER,Perth - Inner,Labourers
592,7000,6300,5200,5,5900,Western Australia,504,8.5,Greater Perth,12100,5GPER,Perth - North East,Labourers
600,19100,12700,9200,5,15500,Western Australia,505,9.4,Greater Perth,28200,5GPER,Perth - North West,Labourers
608,17600,15700,12400,5,14300,Western Australia,506,11.1,Greater Perth,30000,5GPER,Perth - South East,Labourers
616,11200,9500,7000,5,8700,Western Australia,507,8.2,Greater Perth,18100,5GPER,Perth - South West,Labourers
624,7300,5600,4100,5,5900,Western Australia,509,16.1,Rest of WA,11400,5RWAU,Western Australia - Wheat Belt,Labourers
632,7700,6400,4200,6,5400,Tasmania,601,10.2,Greater Hobart,11900,6GHOB,Hobart,Labourers
640,5500,4200,4300,6,5500,Tasmania,602,13.9,Rest of Tas.,9700,6RTAS,Launceston and North East,Labourers
648,1500,1100,1000,6,1400,Tasmania,603,14.1,Rest of Tas.,2500,6RTAS,South East,Labourers
656,3600,3100,2900,6,3400,Tasmania,604,13.5,Rest of Tas.,6500,6RTAS,West and North West,Labourers
664,3800,2200,2100,7,3800,Northern Territory,701,7.3,Greater Darwin,6000,7GDAR,Darwin,Labourers
672,3300,2400,1700,7,2700,Northern Territory,702,10.3,Rest of NT,5100,7RNTE,Northern Territory - Outback,Labourers
