fid, gccsa_name_2016, state_code_2016, state_name_2016, sa4_code_2016, age_grp, sa4_name_2016, pop, gccsa_code_2016, pop_distribution
184,Rest of Vic.,2,Victoria,203,45 to 54,Geelong,42400,2RVIC,16.4
190,Rest of Vic.,2,Victoria,204,45 to 54,Hume,28000,2RVIC,19.2
196,Rest of Vic.,2,Victoria,205,45 to 54,Latrobe - Gippsland,29000,2RVIC,12.2
202,Greater Melbourne,2,Victoria,206,45 to 54,Melbourne - Inner,75300,2GMEL,11.7
208,Greater Melbourne,2,Victoria,207,45 to 54,Melbourne - Inner East,54600,2GMEL,16.2
214,Greater Melbourne,2,Victoria,208,45 to 54,Melbourne - Inner South,68700,2GMEL,18.5
220,Greater Melbourne,2,Victoria,209,45 to 54,Melbourne - North East,76900,2GMEL,16.9
226,Greater Melbourne,2,Victoria,210,45 to 54,Melbourne - North West,54500,2GMEL,16.1
232,Greater Melbourne,2,Victoria,211,45 to 54,Melbourne - Outer East,66000,2GMEL,15.1
238,Greater Melbourne,2,Victoria,212,45 to 54,Melbourne - South East,106400,2GMEL,15
244,Greater Melbourne,2,Victoria,213,45 to 54,Melbourne - West,98400,2GMEL,14.5
250,Greater Melbourne,2,Victoria,214,45 to 54,Mornington Peninsula,40600,2GMEL,16
256,Rest of Vic.,2,Victoria,215,45 to 54,North West,15300,2RVIC,12.4
262,Rest of Vic.,2,Victoria,216,45 to 54,Shepparton,17800,2RVIC,16.3
268,Rest of Vic.,2,Victoria,217,45 to 54,Warrnambool and South West,18100,2RVIC,17.6
274,Greater Brisbane,3,Queensland,301,45 to 54,Brisbane - East,29100,3GBRI,14.8
280,Greater Brisbane,3,Queensland,302,45 to 54,Brisbane - North,33700,3GBRI,18.1
286,Greater Brisbane,3,Queensland,303,45 to 54,Brisbane - South,42200,3GBRI,13.5
292,Greater Brisbane,3,Queensland,304,45 to 54,Brisbane - West,29500,3GBRI,18.8
298,Rest of Qld,3,Queensland,306,45 to 54,Cairns,34100,3RQLD,16.6
304,Rest of Qld,3,Queensland,307,45 to 54,Darling Downs - Maranoa,19200,3RQLD,18.9
310,Rest of Qld,3,Queensland,308,45 to 54,Central Queensland,25500,3RQLD,14.3
316,Rest of Qld,3,Queensland,309,45 to 54,Gold Coast,90600,3RQLD,17
322,Greater Brisbane,3,Queensland,310,45 to 54,Ipswich,49700,3GBRI,17.4
328,Greater Brisbane,3,Queensland,311,45 to 54,Logan - Beaudesert,43600,3GBRI,15.9
334,Rest of Qld,3,Queensland,312,45 to 54,Mackay - Isaac - Whitsunday,24200,3RQLD,17.7
340,Greater Brisbane,3,Queensland,313,45 to 54,Moreton Bay - North,32900,3GBRI,15.5
346,Greater Brisbane,3,Queensland,314,45 to 54,Moreton Bay - South,30500,3GBRI,17.7
352,Rest of Qld,3,Queensland,315,45 to 54,Queensland - Outback,12600,3RQLD,20
358,Rest of Qld,3,Queensland,316,45 to 54,Sunshine Coast,51300,3RQLD,15.9
364,Rest of Qld,3,Queensland,317,45 to 54,Toowoomba,14700,3RQLD,11.5
370,Rest of Qld,3,Queensland,318,45 to 54,Townsville,29400,3RQLD,15.8
376,Rest of Qld,3,Queensland,319,45 to 54,Wide Bay,38300,3RQLD,15.3
382,Greater Adelaide,4,South Australia,401,45 to 54,Adelaide - Central and Hills,42300,4GADE,16.4
388,Greater Adelaide,4,South Australia,402,45 to 54,Adelaide - North,50400,4GADE,14.1
394,Greater Adelaide,4,South Australia,403,45 to 54,Adelaide - South,48600,4GADE,15.7
400,Greater Adelaide,4,South Australia,404,45 to 54,Adelaide - West,32500,4GADE,15.9
406,Rest of SA,4,South Australia,405,45 to 54,Barossa - Yorke - Mid North,11300,4RSAU,11.8
412,Rest of SA,4,South Australia,406,45 to 54,South Australia - Outback,11500,4RSAU,17
418,Rest of SA,4,South Australia,407,45 to 54,South Australia - South East,26800,4RSAU,16.5
424,Rest of WA,5,Western Australia,501,45 to 54,Bunbury,26200,5RWAU,17.6
430,Greater Perth,5,Western Australia,502,45 to 54,Mandurah,10700,5GPER,12.4
436,Greater Perth,5,Western Australia,503,45 to 54,Perth - Inner,20400,5GPER,13
442,Greater Perth,5,Western Australia,504,45 to 54,Perth - North East,37200,5GPER,16.8
448,Greater Perth,5,Western Australia,505,45 to 54,Perth - North West,72900,5GPER,15.7
454,Greater Perth,5,Western Australia,506,45 to 54,Perth - South East,66500,5GPER,15.6
460,Greater Perth,5,Western Australia,507,45 to 54,Perth - South West,64500,5GPER,18.2
466,Rest of WA,5,Western Australia,509,45 to 54,Western Australia - Wheat Belt,19000,5RWAU,16.9
472,Greater Hobart,6,Tasmania,601,45 to 54,Hobart,29700,6GHOB,15.1
478,Rest of Tas.,6,Tasmania,602,45 to 54,Launceston and North East,20200,6RTAS,16.5
484,Rest of Tas.,6,Tasmania,603,45 to 54,South East,5200,6RTAS,15.5
490,Rest of Tas.,6,Tasmania,604,45 to 54,West and North West,13500,6RTAS,14.4
496,Greater Darwin,7,Northern Territory,701,45 to 54,Darwin,20500,7GDAR,18.1
502,Rest of NT,7,Northern Territory,702,45 to 54,Northern Territory - Outback,11000,7RNTE,14.6
