fid, gccsa_name_2016, state_code_2016, state_name_2016, sa4_code_2016, age_grp, sa4_name_2016, pop, gccsa_code_2016, pop_distribution
426,Rest of WA,5,Western Australia,501,65 and over,Bunbury,30300,5RWAU,20.3
432,Greater Perth,5,Western Australia,502,65 and over,Mandurah,32100,5GPER,37.2
438,Greater Perth,5,Western Australia,503,65 and over,Perth - Inner,24900,5GPER,15.8
444,Greater Perth,5,Western Australia,504,65 and over,Perth - North East,41600,5GPER,18.8
450,Greater Perth,5,Western Australia,505,65 and over,Perth - North West,80800,5GPER,17.4
456,Greater Perth,5,Western Australia,506,65 and over,Perth - South East,72500,5GPER,17
462,Greater Perth,5,Western Australia,507,65 and over,Perth - South West,67600,5GPER,19.1
468,Rest of WA,5,Western Australia,509,65 and over,Western Australia - Wheat Belt,26600,5RWAU,23.7
474,Greater Hobart,6,Tasmania,601,65 and over,Hobart,44200,6GHOB,22.4
480,Rest of Tas.,6,Tasmania,602,65 and over,Launceston and North East,29800,6RTAS,24.4
486,Rest of Tas.,6,Tasmania,603,65 and over,South East,9400,6RTAS,28.1
492,Rest of Tas.,6,Tasmania,604,65 and over,West and North West,27500,6RTAS,29.3
498,Greater Darwin,7,Northern Territory,701,65 and over,Darwin,13700,7GDAR,12.1
504,Rest of NT,7,Northern Territory,702,65 and over,Northern Territory - Outback,7300,7RNTE,9.7
